,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,BR_player_id,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm
6,3.1,.391,8.0,0.0,.000,0.1,1.8,28,1.1,knightr01,5.5,3.1,.385,8.2,1.3,.769,1.6,32,0,NBA,287,2.3,5.5,7.5,C,1.0,2002-03,1.3,7.8,NYK
0,,,,,,,,25,,knorele01,,,.283,,,.653,,22,,BAA,,,,,,,1946-47,,,NYK
1,,,,,,,,26,,knorele01,,,.268,,,.508,,48,,BAA,,,,,,,1947-48,,,NYK
2,,,,,,,,27,,knorele01,,,.341,,,.716,,60,,BAA,,,,,,,1948-49,,,NYK
3,,,,,,,,28,,knorele01,,,.000,,,,,1,,NBA,,,,,,,1949-50,,,BLB
0,,,,,,,4.6,22,,knostdi01,,2.3,.300,7.7,5.4,.636,8.4,5,,NBA,47,,6.9,10.0,C,,1953-54,,13.0,SYR
0,3.3,.286,11.7,0.0,,0.0,0.0,22,,knowlro01,0.0,3.3,.286,11.7,0.8,.333,2.5,9,,TOT,43,0.0,9.2,7.5,C,,1968-69,0.0,7.5,TOT
1,3.6,.286,12.6,,,,0.0,22,,knowlro01,,3.6,.286,12.6,0.9,.333,2.7,8,,NBA,40,,9.0,8.1,,,1968-69,,8.1,PHO
2,0.0,,0.0,0.0,,0.0,0.0,22,,knowlro01,0.0,0.0,,0.0,0.0,,0.0,1,,ABA,3,0.0,12.0,0.0,C,,1968-69,0.0,0.0,NYA
0,2.6,.390,6.6,0.3,.286,1.1,3.7,23,0.2,kofoeba01,1.8,2.9,.375,7.7,1.3,.615,2.1,36,0,NBA,225,0.6,6.7,7.4,SG,1.0,1987-88,2.9,2.4,UTA
1,2.5,.375,6.5,0.0,.000,0.2,4.1,24,0.0,kofoeba01,1.4,2.5,.364,6.8,1.2,.545,2.3,19,0,NBA,176,0.8,4.5,6.1,SG,1.8,1988-89,2.7,2.3,UTA
2,0.0,.000,5.1,0.0,,0.0,6.9,26,0.0,kofoeba01,1.7,0.0,.000,5.1,5.1,.500,10.3,5,0,NBA,21,3.4,6.9,5.1,SG,0.0,1990-91,3.4,5.1,GSW
3,3.6,.522,6.9,0.2,.143,1.1,7.7,27,0.3,kofoeba01,3.0,3.8,.472,8.0,2.3,.577,3.9,44,0,NBA,239,0.9,3.9,9.9,SG,0.3,1991-92,3.0,3.9,SEA
4,2.6,.250,10.5,0.0,.000,0.9,8.8,28,0.9,kofoeba01,0.9,2.6,.231,11.4,9.7,.786,12.3,7,0,NBA,41,0.0,0.9,14.9,SG,1.8,1992-93,2.6,0.9,BOS
0,,,,,,,1.8,25,,kojisdo01,,6.4,.419,15.2,2.6,.562,4.6,78,,NBA,1148,,3.9,15.3,SF,,1963-64,,9.7,BAL
1,,,,,,,2.7,26,,kojisdo01,,7.8,.433,17.9,2.7,.633,4.2,65,,NBA,836,,5.0,18.2,SF,,1964-65,,10.5,DET
2,,,,,,,1.9,27,,kojisdo01,,8.4,.415,20.2,3.5,.539,6.5,60,,NBA,783,,4.3,20.2,SF,,1965-66,,12.0,DET
3,,,,,,,1.5,28,,kojisdo01,,7.2,.426,16.8,2.9,.604,4.8,78,,NBA,1655,,4.4,17.2,SF,,1966-67,,10.4,CHI
4,,,,,,,2.5,29,,kojisdo01,,7.5,.446,16.8,4.2,.726,5.8,69,,NBA,2548,,3.7,19.2,SF,,1967-68,,10.0,SDR
5,,,,,,,2.5,30,,kojisdo01,,7.9,.434,18.2,5.1,.748,6.9,81,,NBA,3130,,3.5,20.9,SF,,1968-69,,8.9,SDR
6,,,,,,,1.8,31,,kojisdo01,,7.7,.447,17.2,4.1,.751,5.5,56,,NBA,1578,,3.1,19.6,SF,,1969-70,,8.9,SDR
7,,,,,,,2.2,32,,kojisdo01,,7.6,.446,17.1,4.2,.778,5.4,79,,NBA,2143,,3.7,19.4,SF,,1970-71,,7.3,SEA
8,,,,,,,1.6,33,,kojisdo01,,6.2,.469,13.3,3.6,.793,4.6,73,,NBA,1857,,3.3,16.1,SF,,1971-72,,6.5,SEA
9,,,,,,,2.3,34,,kojisdo01,,8.0,.480,16.7,3.1,.774,4.0,77,,NBA,1240,,3.7,19.1,SF,,1972-73,,5.7,KCO
10,,,,,,,1.9,35,0.3,kojisdo01,4.4,6.9,.478,14.4,3.6,.772,4.7,77,,NBA,2091,2.2,2.7,17.4,SF,1.3,1973-74,,6.6,KCO
11,,,,,,,1.6,36,0.2,kojisdo01,3.9,7.1,.469,15.2,3.1,.667,4.7,21,,NBA,232,2.2,4.8,17.4,SF,1.9,1974-75,,6.1,KCO
0,,,,,,,,29,,komenmi01,,,.283,,,.584,,64,,NBA,,,,,,,1949-50,,,AND
0,,,,,,,4.0,23,,komivho01,,5.8,.374,15.4,3.2,.835,3.8,80,,NBA,2378,,3.7,14.7,PG,,1964-65,,3.0,NYK
1,,,,,,,5.9,24,,komivho01,,6.0,.391,15.4,3.3,.861,3.9,80,,NBA,2612,,3.8,15.3,PG,,1965-66,,3.9,NYK
2,,,,,,,6.3,25,,komivho01,,6.3,.404,15.7,3.4,.858,4.0,65,,NBA,2282,,3.4,16.1,PG,,1966-67,,2.9,NYK
3,,,,,,,5.3,26,,komivho01,,5.1,.369,13.7,2.9,.820,3.5,78,,NBA,1660,,3.7,13.0,PG,,1967-68,,3.6,NYK
4,,,,,,,5.7,27,,komivho01,,5.3,.389,13.7,3.0,.799,3.7,85,,NBA,2562,,3.9,13.6,PG,,1968-69,,4.2,TOT
5,,,,,,,5.9,27,,komivho01,,4.6,.346,13.3,3.1,.849,3.7,32,,NBA,836,,4.1,12.4,PG,,1968-69,,4.1,NYK
6,,,,,,,5.5,27,,komivho01,,5.7,.409,13.9,2.9,.775,3.7,53,,NBA,1726,,3.7,14.2,PG,,1968-69,,4.3,DET
