,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,BR_player_id,DRB,DRtg,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,ORtg,PF,PTS,Pos,STL,Season,TOV,TRB,Tm
1,4.9,.454,10.7,1.0,.275,3.8,9.0,24,0.2,adamsmi01,3.1,108,5.9,.407,14.5,3.9,.847,4.6,63,0,NBA,1303,1.4,109,3.2,16.7,PG,3.1,1986-87,3.0,4.5,WSB
2,4.5,.505,9.0,2.3,.367,6.2,8.2,25,0.3,adamsmi01,3.0,107,6.8,.449,15.2,2.7,.834,3.3,82,75,NBA,2778,0.7,115,2.3,18.6,PG,2.8,1987-88,2.4,3.7,DEN
3,4.8,.490,9.9,2.7,.356,7.5,7.8,26,0.2,adamsmi01,3.4,108,7.5,.433,17.3,5.2,.819,6.3,77,77,NBA,2787,1.1,115,2.4,22.8,PG,2.7,1988-89,2.9,4.5,DEN
4,4.1,.431,9.4,2.7,.366,7.3,8.4,27,0.1,adamsmi01,3.0,109,6.7,.402,16.7,4.5,.850,5.3,79,74,NBA,2690,0.8,114,2.3,20.7,PG,2.0,1989-90,2.4,3.8,DEN
5,7.1,.459,15.4,3.0,.296,10.2,12.5,28,0.1,adamsmi01,3.6,115,10.1,.394,25.6,8.4,.879,9.5,66,66,NBA,2346,1.0,113,2.9,31.5,PG,2.6,1990-91,4.3,4.6,DEN
6,6.3,.425,14.9,2.2,.324,6.8,10.4,29,0.2,adamsmi01,4.4,109,8.5,.393,21.7,5.5,.869,6.3,78,78,NBA,2795,1.0,106,2.8,24.8,PG,2.5,1991-92,3.7,5.4,WSB
7,5.8,.480,12.2,1.3,.321,4.2,10.3,30,0.1,adamsmi01,3.7,113,7.2,.439,16.3,4.7,.856,5.4,70,70,NBA,2499,1.0,110,2.9,20.4,PG,2.0,1992-93,3.4,4.7,WSB
8,4.9,.454,10.9,1.2,.288,4.1,10.3,31,0.1,adamsmi01,3.1,114,6.1,.408,15.0,4.8,.830,5.8,70,67,NBA,2337,0.8,108,3.0,18.2,PG,2.1,1993-94,3.6,3.9,WSB
9,4.5,.567,8.0,3.4,.358,9.6,11.3,32,0.1,adamsmi01,2.7,107,8.0,.453,17.6,3.0,.833,3.6,29,0,NBA,443,0.7,119,4.9,22.3,PG,2.7,1994-95,3.1,3.4,CHH
10,3.7,.548,6.7,2.2,.341,6.5,10.7,33,0.6,adamsmi01,2.7,110,5.9,.446,13.2,4.1,.743,5.6,21,3,NBA,329,0.8,114,4.0,18.2,PG,3.3,1995-96,4.0,3.5,CHH
0,3.9,.503,7.8,0.0,,0.0,1.8,20,2.4,adamsst01,8.0,102,3.9,.503,7.8,3.3,.581,5.7,81,20,NBA,1197,6.0,108,8.5,11.1,C,1.7,2013-14,3.0,13.9,OKC
1,6.1,.547,11.2,0.0,.000,0.1,1.9,21,2.4,adamsst01,9.2,104,6.1,.544,11.3,2.9,.502,5.8,70,67,NBA,1771,5.6,108,6.3,15.2,C,1.1,2014-15,2.8,14.8,OKC
2,6.4,.613,10.5,0.0,,0.0,1.5,22,2.2,adamsst01,7.7,105,6.4,.613,10.5,2.8,.582,4.8,80,80,NBA,2014,5.4,123,5.5,15.7,C,1.0,2015-16,2.1,13.1,OKC
3,7.7,.572,13.4,0.0,.000,0.0,1.8,23,1.6,adamsst01,6.8,107,7.7,.571,13.5,3.2,.611,5.3,80,80,NBA,2389,5.8,114,4.0,18.6,C,1.8,2016-17,3.0,12.6,OKC
0,8.6,.463,18.6,1.1,.320,3.3,3.0,22,0.5,addisra01,4.3,111,9.7,.441,21.9,3.4,.797,4.2,62,12,NBA,711,2.7,98,5.0,23.8,SF,1.8,1986-87,3.6,7.0,PHO
1,7.2,.452,16.0,0.6,.286,2.0,2.8,27,1.2,addisra01,4.2,112,7.8,.433,18.0,2.3,.737,3.2,76,8,NBA,1175,2.7,106,4.5,18.5,SF,1.2,1991-92,1.9,6.9,NJN
2,7.5,.464,16.2,0.3,.206,1.5,2.3,28,0.5,addisra01,3.7,109,7.8,.443,17.6,2.4,.814,3.0,68,15,NBA,1164,1.9,98,5.4,18.4,SF,1.0,1992-93,2.7,5.7,NJN
3,7.4,.507,14.6,0.7,.289,2.4,3.2,30,0.7,addisra01,5.1,114,8.1,.476,17.0,2.1,.747,2.9,79,16,NBA,1776,1.9,105,6.8,19.0,SF,1.5,1994-95,2.2,7.0,DET
4,7.8,.494,15.9,0.0,.000,0.9,3.0,31,0.9,addisra01,6.6,112,7.8,.467,16.8,1.7,.773,2.2,53,0,NBA,516,2.5,99,7.5,17.4,SF,0.9,1995-96,2.7,9.1,CHH
5,6.3,.402,15.6,1.2,.400,3.1,5.2,32,0.5,addisra01,4.0,112,7.5,.402,18.6,3.4,.786,4.3,41,3,NBA,355,2.9,103,7.9,19.5,SF,1.2,1996-97,2.6,6.9,CHH
0,,,,,,,4.1,27,0.1,adelmri01,3.9,94,4.7,.376,12.6,4.0,.711,5.6,55,,NBA,618,1.2,,4.7,13.5,PG,2.7,1973-74,,5.1,CHI
1,,,,,,,4.7,28,0.3,adelmri01,3.0,97,5.2,.423,12.3,3.1,.709,4.4,58,,NBA,1074,1.1,,4.3,13.5,PG,3.0,1974-75,,4.0,TOT
2,,,,,,,5.0,28,0.1,adelmri01,2.8,96,6.1,.413,14.7,4.0,.718,5.5,12,,NBA,340,0.8,,4.4,16.1,PG,2.3,1974-75,,3.7,CHI
3,,,,,,,4.9,28,0.4,adelmri01,3.0,98,4.8,.421,11.4,2.9,.695,4.2,28,,NBA,613,0.9,,4.2,12.5,PG,3.4,1974-75,,3.9,NOJ
4,,,,,,,3.0,28,0.4,adelmri01,3.0,98,4.9,.464,10.6,1.5,.800,1.9,18,,NBA,121,2.3,,4.6,11.4,PG,2.7,1974-75,,5.3,KCO
0,5.9,.426,13.9,0.0,,0.0,2.6,24,1.3,adrieje01,9.0,110,5.9,.426,13.9,2.8,.579,4.9,23,0,NBA,196,5.9,102,7.2,14.7,PF,1.0,2010-11,2.3,15.0,GSW
1,5.8,.438,13.3,0.0,,0.0,0.8,25,1.7,adrieje01,14.1,103,5.8,.438,13.3,5.8,.583,10.0,8,0,NBA,63,4.2,106,10.8,17.5,PF,0.0,2011-12,1.7,18.3,HOU
2,5.3,.434,12.2,0.0,.000,0.1,2.7,26,2.0,adrieje01,9.4,109,5.3,.429,12.4,4.8,.650,7.4,52,5,NBA,713,5.0,105,5.9,15.4,PF,1.3,2012-13,2.4,14.4,CHA
3,7.8,.520,14.9,0.0,,0.0,2.1,27,2.0,adrieje01,11.1,106,7.8,.520,14.9,4.1,.639,6.5,53,12,NBA,961,5.5,114,5.9,19.7,PF,1.3,2013-14,2.1,16.6,TOT
4,4.5,.550,8.1,0.0,,0.0,1.4,27,3.0,adrieje01,11.2,99,4.5,.550,8.1,2.6,.520,5.1,25,0,NBA,256,6.7,119,7.1,11.6,PF,1.4,2013-14,1.6,17.8,CHA
5,9.0,.515,17.4,0.0,,0.0,2.3,27,1.6,adrieje01,11.1,109,9.0,.515,17.4,4.7,.670,7.0,28,12,NBA,705,5.1,113,5.4,22.6,PF,1.3,2013-14,2.3,16.2,MIL
6,4.5,.432,10.4,0.0,,0.0,3.5,28,2.1,adrieje01,12.8,108,4.5,.432,10.4,5.2,.579,9.0,17,0,NBA,215,5.4,109,7.1,14.2,PF,0.9,2014-15,2.1,18.2,MIN
0,5.0,.461,10.9,0.6,.208,2.7,2.9,22,0.5,afflaar01,5.7,104,5.6,.411,13.7,3.9,.782,4.9,75,9,NBA,970,2.0,104,4.7,15.6,SG,1.8,2007-08,1.9,7.8,DET
1,3.9,.456,8.7,1.9,.402,4.8,2.0,23,0.6,afflaar01,4.7,110,5.9,.437,13.5,2.6,.817,3.2,74,8,NBA,1234,1.3,107,6.5,16.3,SG,1.3,2008-09,1.9,6.0,DET
2,3.7,.488,7.7,2.5,.434,5.7,3.1,24,0.7,afflaar01,4.4,111,6.2,.465,13.3,1.6,.735,2.2,82,75,NBA,2221,1.3,114,5.1,16.5,SG,1.0,2009-10,1.7,5.7,DEN
3,4.5,.546,8.2,2.3,.423,5.4,3.6,25,0.7,afflaar01,4.5,111,6.7,.498,13.5,3.0,.847,3.5,69,69,NBA,2324,1.0,123,3.3,18.7,SG,0.7,2010-11,1.5,5.4,DEN
4,5.9,.504,11.7,2.1,.398,5.4,3.6,26,0.3,afflaar01,3.8,111,8.0,.471,17.1,4.8,.798,6.0,62,62,NBA,2086,1.0,116,3.3,23.0,SG,0.9,2011-12,2.1,4.8,DEN
5,7.3,.489,15.0,1.6,.300,5.4,4.7,27,0.2,afflaar01,4.7,112,9.0,.439,20.4,4.3,.857,5.0,64,64,NBA,2307,0.7,102,3.1,23.9,SF,0.9,2012-13,3.1,5.4,ORL
6,6.7,.473,14.3,2.6,.427,6.0,5.0,28,0.1,afflaar01,4.6,112,9.3,.459,20.3,5.5,.815,6.7,73,73,NBA,2552,0.6,110,2.7,26.7,SG,0.7,2013-14,2.9,5.3,ORL
7,5.2,.466,11.1,2.4,.354,6.7,2.6,29,0.1,afflaar01,4.4,111,7.5,.424,17.8,3.4,.843,4.0,78,72,NBA,2502,0.5,103,3.4,20.8,SG,0.8,2014-15,2.3,5.0,TOT
8,5.7,.481,11.8,2.3,.337,6.9,2.9,29,0.1,afflaar01,4.5,112,8.0,.428,18.8,3.6,.841,4.3,53,53,NBA,1750,0.6,104,3.1,22.0,SG,0.9,2014-15,2.4,5.1,DEN
9,3.9,.423,9.3,2.4,.400,6.1,1.9,29,0.1,afflaar01,4.1,108,6.4,.414,15.4,2.7,.851,3.2,25,19,NBA,752,0.4,100,4.0,17.9,SG,0.6,2014-15,2.2,4.5,POR
10,5.7,.469,12.2,2.0,.382,5.2,3.1,30,0.2,afflaar01,5.3,112,7.7,.443,17.3,2.4,.840,2.8,71,57,NBA,2371,0.5,105,3.1,19.7,SG,0.5,2015-16,1.8,5.8,NYK
11,3.9,.457,8.6,2.0,.411,4.8,2.5,31,0.2,afflaar01,3.7,116,5.9,.440,13.5,2.7,.892,3.0,61,45,NBA,1580,0.3,109,3.3,16.5,SG,0.7,2016-17,1.3,4.0,SAC
0,4.3,.309,13.8,1.3,.333,3.8,1.8,22,0.8,agerma01,5.0,106,5.5,.314,17.5,5.0,.606,8.3,32,1,NBA,214,0.3,79,6.8,17.3,SG,1.0,2006-07,3.8,5.3,DAL
1,5.8,.391,14.7,1.0,.158,6.1,2.6,23,0.3,agerma01,2.9,114,6.7,.323,20.8,1.9,.500,3.8,26,3,NBA,165,1.3,77,5.4,16.3,SG,0.0,2007-08,1.9,4.2,TOT
2,3.5,.263,13.1,0.0,.000,5.5,2.8,23,0.7,agerma01,2.1,112,3.5,.185,18.7,3.5,.833,4.1,12,3,NBA,77,0.7,61,7.6,10.4,SG,0.0,2007-08,2.1,2.8,DAL
3,7.8,.481,16.1,1.8,.273,6.6,2.4,23,0.0,agerma01,3.6,116,9.5,.421,22.7,0.6,.167,3.6,14,0,NBA,88,1.8,89,3.6,21.5,SG,0.0,2007-08,1.8,5.4,NJN
4,8.3,.405,20.4,0.0,.000,3.3,1.7,24,1.1,agerma01,3.9,115,8.3,.349,23.7,2.2,.500,4.4,20,0,NBA,97,1.7,77,9.4,18.7,SG,0.6,2008-09,2.2,5.5,NJN
5,5.1,.429,12.0,5.1,.750,6.9,1.7,26,0.0,agerma01,3.4,114,10.3,.545,18.9,0.0,,0.0,4,0,NBA,29,0.0,94,6.9,25.7,SG,1.7,2010-11,6.9,3.4,MIN
0,11.8,.475,24.9,0.8,.352,2.4,5.4,22,0.7,aguirma01,5.3,111,12.6,.465,27.2,5.6,.680,8.2,51,20,NBA,1468,3.0,102,5.0,31.7,SF,1.2,1981-82,4.5,8.3,DAL
1,12.6,.496,25.4,0.3,.211,1.3,5.6,23,0.4,aguirma01,5.3,110,12.9,.483,26.7,7.2,.728,9.9,81,75,NBA,2784,3.2,108,4.1,33.2,SF,1.3,1982-83,4.4,8.5,DAL
2,15.2,.532,28.6,0.3,.268,0.9,6.0,24,0.4,aguirma01,5.2,111,15.5,.524,29.5,7.8,.749,10.4,79,79,NBA,2900,2.7,112,4.1,39.0,SF,1.3,1983-84,4.8,7.8,DAL
3,13.8,.517,26.7,0.5,.318,1.5,4.5,25,0.4,aguirma01,5.2,111,14.3,.506,28.2,7.9,.759,10.4,80,79,NBA,2699,3.4,110,4.5,37.0,SF,1.1,1984-85,4.6,8.6,DAL
4,12.2,.513,23.9,0.3,.286,1.1,6.4,26,0.3,aguirma01,5.0,113,12.5,.503,24.9,6.0,.705,8.5,74,73,NBA,2501,3.3,107,4.3,31.4,SF,1.2,1985-86,4.7,8.4,DAL
5,13.2,.510,25.8,1.0,.353,2.7,4.6,27,0.5,aguirma01,4.4,111,14.1,.495,28.5,7.7,.770,10.0,80,80,NBA,2663,3.2,114,4.4,36.9,SF,1.5,1986-87,3.9,7.7,DAL
6,13.2,.496,26.5,1.0,.302,3.3,5.3,28,1.1,aguirma01,4.8,109,14.1,.475,29.8,7.4,.770,9.6,77,77,NBA,2610,3.5,113,4.2,36.6,SF,1.3,1987-88,3.8,8.2,DAL
7,10.3,.488,21.2,1.0,.293,3.4,5.4,29,0.7,aguirma01,4.6,110,11.3,.461,24.5,5.6,.733,7.6,80,76,NBA,2597,2.8,105,4.4,29.2,SF,0.9,1988-89,4.0,7.5,TOT
8,11.3,.471,23.9,0.9,.293,3.2,6.2,29,0.9,aguirma01,4.7,111,12.2,.450,27.2,5.8,.730,8.0,44,44,NBA,1529,2.9,102,4.2,31.2,SF,0.9,1988-89,4.6,7.7,DAL
9,9.0,.522,17.2,1.0,.293,3.5,4.2,29,0.3,aguirma01,4.5,108,10.0,.483,20.8,5.2,.738,7.0,36,32,NBA,1068,2.6,111,4.8,26.3,SF,0.8,1988-89,3.2,7.1,DET
10,10.3,.506,20.4,0.8,.333,2.4,3.7,30,0.5,aguirma01,4.8,106,11.1,.488,22.8,4.9,.756,6.4,78,40,NBA,2005,3.0,111,5.1,27.9,SF,0.9,1989-90,3.1,7.7,DET
11,10.3,.477,21.6,0.6,.308,2.0,3.6,31,0.5,aguirma01,6.2,105,10.9,.462,23.7,6.2,.757,8.3,78,13,NBA,2006,3.5,109,5.4,28.7,SF,1.2,1990-91,3.3,9.7,DET
12,10.7,.453,23.7,0.5,.211,2.4,4.2,32,0.4,aguirma01,5.6,106,11.2,.431,26.1,5.2,.687,7.6,75,12,NBA,1582,2.2,100,5.7,28.2,SF,1.7,1991-92,3.5,7.8,DET
13,7.7,.463,16.5,1.5,.361,4.0,5.1,33,0.3,aguirma01,5.3,111,9.1,.443,20.6,4.8,.767,6.3,51,15,NBA,1056,2.1,108,4.9,24.5,SF,0.8,1992-93,3.3,7.4,DET
14,7.1,.494,14.3,2.1,.398,5.2,5.8,34,0.4,aguirma01,4.9,111,9.1,.468,19.5,2.8,.694,4.0,39,0,NBA,859,1.6,103,5.5,23.2,SF,1.2,1993-94,3.9,6.5,LAC
0,1.5,.217,6.9,3.0,.294,10.2,5.7,23,0.0,ahearbl01,5.4,111,4.5,.263,17.1,9.0,.968,9.3,12,0,NBA,177,0.3,94,6.0,21.0,PG,1.8,2007-08,4.8,5.7,MIA
1,0.0,.000,5.7,5.7,.500,11.4,5.7,24,0.0,ahearbl01,2.9,104,5.7,.333,17.1,5.7,1.000,5.7,3,0,NBA,19,0.0,113,8.6,22.9,PG,2.9,2008-09,2.9,2.9,SAS
2,3.5,.400,8.7,3.5,.222,15.7,1.7,27,0.0,ahearbl01,3.5,113,7.0,.286,24.5,0.0,,0.0,4,0,NBA,30,0.0,57,7.0,17.5,PG,0.0,2011-12,8.7,3.5,UTA
0,6.2,.363,17.1,0.4,.294,1.4,7.3,22,0.3,aingeda01,2.6,104,6.6,.357,18.5,4.7,.862,5.5,53,1,NBA,564,2.1,94,7.2,18.4,SG,3.1,1981-82,4.4,4.7,BOS
1,7.9,.509,15.6,0.1,.172,0.7,5.7,23,0.1,aingeda01,3.0,104,8.0,.496,16.2,1.6,.742,2.2,80,76,NBA,2048,1.9,110,5.8,17.8,SG,2.5,1982-83,2.2,4.8,BOS
2,6.7,.472,14.1,0.3,.273,0.9,6.8,24,0.2,aingeda01,3.6,107,6.9,.460,15.1,1.9,.821,2.3,71,3,NBA,1154,1.2,104,6.0,16.0,SG,1.7,1983-84,2.9,4.8,BOS
3,7.4,.549,13.6,0.3,.268,1.0,7.4,25,0.1,aingeda01,3.5,108,7.7,.529,14.6,2.2,.868,2.5,75,73,NBA,2564,1.4,115,4.2,17.9,SG,2.2,1984-85,2.7,4.9,BOS
4,6.4,.521,12.4,0.5,.356,1.4,8.0,26,0.1,aingeda01,3.7,105,7.0,.504,13.8,2.4,.904,2.7,80,78,NBA,2407,0.9,115,4.0,16.8,SG,1.9,1985-86,2.5,4.6,BOS
5,6.3,.498,12.7,1.7,.443,3.7,7.8,27,0.3,aingeda01,3.8,109,8.0,.486,16.4,2.9,.897,3.2,71,66,NBA,2499,1.0,115,3.7,20.5,SG,2.0,1986-87,2.7,4.7,BOS
6,5.4,.534,10.1,2.4,.415,5.8,8.2,28,0.3,aingeda01,3.1,112,7.8,.491,15.9,2.6,.878,2.9,81,81,NBA,3018,1.0,121,3.3,20.6,SG,1.9,1987-88,2.5,4.0,BOS
7,7.4,.488,15.2,2.4,.380,6.2,8.2,29,0.2,aingeda01,3.7,111,9.8,.457,21.4,4.2,.854,4.9,73,54,NBA,2377,1.4,116,3.8,26.1,PG,1.9,1988-89,3.0,5.2,TOT
8,7.7,.491,15.7,2.1,.374,5.6,7.8,29,0.0,aingeda01,4.2,111,9.8,.460,21.4,4.1,.891,4.6,45,28,NBA,1349,1.3,116,3.9,25.9,PG,1.9,1988-89,3.0,5.6,BOS
9,7.0,.484,14.5,2.7,.387,7.0,8.7,29,0.3,aingeda01,3.1,112,9.7,.452,21.5,4.2,.813,5.2,28,26,NBA,1028,1.6,116,3.6,26.3,PG,1.9,1988-89,2.9,4.7,SAC
10,7.2,.460,15.7,2.0,.374,5.3,8.2,30,0.3,aingeda01,4.7,110,9.2,.438,21.0,4.0,.831,4.9,75,68,NBA,2727,1.3,107,4.3,24.4,PG,2.1,1989-90,3.4,5.9,SAC
11,6.6,.508,12.9,2.8,.406,7.0,8.0,31,0.4,aingeda01,4.5,106,9.4,.472,19.9,3.2,.826,3.9,80,0,NBA,1710,1.3,119,5.4,24.9,SG,1.8,1990-91,2.8,5.7,POR
12,6.7,.496,13.6,2.4,.339,7.0,6.1,32,0.4,aingeda01,3.3,106,9.1,.442,20.6,3.3,.824,4.0,81,6,NBA,1595,1.2,116,4.5,23.8,SG,2.2,1991-92,2.1,4.5,POR
13,4.2,.522,8.0,3.3,.403,8.3,5.8,33,0.2,aingeda01,3.7,110,7.5,.462,16.2,2.7,.848,3.2,80,0,NBA,2163,1.1,120,3.9,21.1,SG,1.5,1992-93,2.5,4.8,PHO
14,4.6,.491,9.3,2.6,.328,7.8,5.7,34,0.3,aingeda01,3.3,110,7.1,.417,17.1,2.5,.830,3.0,68,1,NBA,1555,0.9,109,4.5,19.3,SG,1.8,1993-94,2.6,4.2,PHO
15,4.2,.558,7.6,2.8,.364,7.8,7.6,35,0.3,aingeda01,3.1,113,7.1,.460,15.4,3.8,.808,4.7,74,1,NBA,1374,0.9,119,5.6,20.8,SG,1.7,1994-95,2.9,4.0,PHO
0,7.5,.373,20.0,0.0,.000,0.6,0.9,20,1.8,ajincal01,6.3,104,7.5,.362,20.6,6.0,.714,8.4,31,4,NBA,182,2.7,86,10.2,20.9,PF,2.1,2008-09,3.6,9.0,CHA
1,8.9,.500,17.7,0.0,,0.0,0.0,21,1.8,ajincal01,5.3,103,8.9,.500,17.7,0.0,.000,1.8,6,0,NBA,30,1.8,81,8.9,17.7,C,1.8,2009-10,3.5,7.1,CHA
2,7.2,.475,15.1,1.8,.353,5.2,1.5,22,2.9,ajincal01,9.3,107,9.0,.444,20.3,2.0,.722,2.7,34,2,NBA,340,2.6,98,11.1,21.8,C,1.7,2010-11,2.7,11.9,TOT
3,6.3,.360,17.5,2.1,.429,4.9,1.4,22,3.5,ajincal01,8.4,100,8.4,.375,22.4,1.4,.667,2.1,10,2,NBA,75,3.5,97,9.1,20.3,C,2.1,2010-11,0.7,11.9,DAL
4,7.4,.514,14.4,1.8,.333,5.3,1.6,22,2.7,ajincal01,9.6,108,9.2,.465,19.7,2.1,.733,2.9,24,0,NBA,265,2.3,99,11.7,22.2,C,1.6,2010-11,3.3,11.9,TOR
5,7.4,.548,13.6,0.0,.000,0.1,2.2,25,2.5,ajincal01,10.0,107,7.4,.546,13.6,3.1,.836,3.7,56,30,NBA,951,5.1,110,10.2,18.0,C,1.3,2013-14,3.4,15.2,NOP
6,9.9,.550,18.1,0.0,,0.0,2.6,26,2.8,ajincal01,11.6,103,9.9,.550,18.1,4.4,.818,5.4,68,8,NBA,957,5.7,113,8.3,24.3,C,1.2,2014-15,3.8,17.3,NOP
7,8.6,.478,18.1,0.0,.000,0.1,1.8,27,2.1,ajincal01,11.2,107,8.6,.476,18.1,3.0,.839,3.6,59,17,NBA,861,4.3,100,7.7,20.3,C,1.1,2015-16,3.1,15.5,NOP
8,7.5,.511,14.6,0.0,.000,0.3,1.0,28,1.8,ajincal01,11.0,104,7.5,.500,14.9,2.4,.725,3.4,39,15,NBA,584,3.9,101,6.5,17.4,C,1.7,2016-17,2.6,14.8,NOP
0,5.7,.500,11.3,5.7,.500,11.3,5.7,26,0.0,akognjo01,5.7,111,11.3,.500,22.7,0.0,,0.0,3,0,NBA,9,0.0,130,17.0,28.4,PG,0.0,2012-13,0.0,5.7,DAL
0,2.6,.200,13.1,0.0,,0.0,1.8,22,1.8,alabiso01,6.1,112,2.6,.200,13.1,0.0,.000,1.8,12,0,NBA,59,6.1,61,4.4,5.3,C,1.8,2010-11,2.6,12.3,TOR
1,5.7,.361,15.9,0.0,,0.0,1.3,23,4.0,alabiso01,14.1,98,5.7,.361,15.9,3.1,.875,3.5,14,0,NBA,122,6.6,95,4.8,14.5,C,0.9,2011-12,2.2,20.7,TOR
0,8.8,.495,17.7,0.1,.222,0.4,3.0,23,1.1,alarima01,5.7,111,8.8,.490,18.0,2.7,.663,4.1,64,25,NBA,1110,3.0,106,5.6,20.5,PF,0.9,1986-87,2.3,8.7,DEN
1,8.9,.496,17.9,0.3,.222,1.1,2.5,24,0.8,alarima01,5.7,110,9.2,.480,19.1,2.2,.714,3.1,63,0,NBA,769,4.5,103,6.8,20.8,PF,0.6,1987-88,3.2,10.2,WSB
2,8.1,.491,16.4,0.5,.342,1.6,2.6,25,0.9,alarima01,6.3,109,8.6,.478,18.0,3.0,.839,3.6,74,5,NBA,1141,4.3,109,6.7,20.8,PF,1.0,1988-89,2.6,10.6,WSB
3,9.2,.490,18.8,0.3,.204,1.3,3.6,26,1.0,alarima01,5.7,110,9.5,.473,20.0,2.8,.812,3.4,82,10,NBA,1893,3.9,106,5.6,21.9,PF,1.5,1989-90,2.6,9.5,WSB
4,7.9,.461,17.1,0.4,.238,1.8,3.8,27,0.7,alarima01,6.4,109,8.3,.440,18.9,3.4,.854,4.0,42,1,NBA,587,3.4,100,7.4,20.5,PF,1.3,1990-91,3.4,9.8,WSB
0,3.7,.548,6.8,0.0,.000,0.5,2.6,23,1.5,aldemfu01,9.1,104,3.7,.513,7.2,1.2,.481,2.5,41,9,NBA,540,7.2,117,8.9,8.6,PF,1.6,2014-15,1.6,16.3,PHI
0,2.9,.533,5.5,0.0,,0.0,1.5,22,2.6,aldrico01,8.0,104,2.9,.533,5.5,0.7,.500,1.5,18,0,NBA,142,4.7,98,10.9,6.6,C,1.8,2010-11,2.9,12.8,OKC
1,6.6,.524,12.5,0.0,,0.0,0.9,23,4.8,aldrico01,10.4,96,6.6,.524,12.5,3.9,.929,4.2,26,0,NBA,173,3.9,113,6.6,17.0,C,2.4,2011-12,2.7,14.3,OKC
2,5.7,.550,10.4,0.0,,0.0,1.2,24,3.0,aldrico01,11.7,105,5.7,.550,10.4,1.6,.600,2.6,45,0,NBA,388,3.9,102,7.8,13.0,C,0.7,2012-13,3.0,15.6,TOT
3,5.4,.535,10.1,0.0,,0.0,1.4,24,2.1,aldrico01,10.6,105,5.4,.535,10.1,0.9,.444,2.1,30,0,NBA,213,2.8,92,9.6,11.7,C,0.7,2012-13,3.3,13.4,HOU
4,6.2,.568,10.8,0.0,,0.0,0.9,24,4.1,aldrico01,13.2,106,6.2,.568,10.8,2.3,.727,3.2,15,0,NBA,175,5.3,112,5.6,14.6,C,0.6,2012-13,2.6,18.5,SAC
5,5.3,.541,9.8,0.0,,0.0,2.3,25,4.8,aldrico01,14.8,100,5.3,.541,9.8,4.2,.867,4.8,46,2,NBA,330,6.0,120,6.4,14.8,C,1.3,2013-14,2.9,20.8,NYK
6,7.8,.478,16.2,0.0,,0.0,4.0,26,3.5,aldrico01,12.8,102,7.8,.478,16.2,2.7,.781,3.5,61,16,NBA,976,5.4,104,6.6,18.2,C,2.0,2014-15,3.2,18.2,NYK
7,8.4,.596,14.1,0.0,,0.0,3.1,27,4.3,aldrico01,12.7,94,8.4,.596,14.1,3.8,.714,5.3,60,5,NBA,800,5.4,113,8.7,20.5,C,2.9,2015-16,4.0,18.0,LAC
8,4.3,.523,8.2,0.0,,0.0,2.4,28,2.2,aldrico01,10.2,107,4.3,.523,8.2,1.4,.682,2.1,62,0,NBA,531,4.9,118,8.1,10.0,C,2.4,2016-17,1.6,15.1,MIN
0,9.4,.505,18.6,0.0,.000,0.1,0.9,21,2.8,aldrila01,6.6,109,9.4,.503,18.7,3.2,.722,4.5,63,22,NBA,1392,5.6,113,7.3,22.1,C,0.9,2006-07,1.7,12.2,POR
1,11.5,.486,23.8,0.0,.143,0.1,2.5,22,1.9,aldrila01,7.4,107,11.6,.484,23.9,4.7,.762,6.1,76,76,NBA,2649,4.5,108,4.9,27.8,PF,1.1,2007-08,2.6,11.9,POR
2,11.0,.489,22.4,0.1,.250,0.5,2.9,23,1.4,aldrila01,6.8,108,11.1,.484,22.9,4.8,.781,6.2,81,81,NBA,3004,4.3,115,3.8,27.1,PF,1.4,2008-09,2.2,11.2,POR
3,10.7,.498,21.6,0.1,.313,0.3,3.0,24,0.9,aldrila01,8.1,107,10.8,.495,21.9,4.3,.757,5.7,78,78,NBA,2922,3.6,113,4.3,26.1,PF,1.3,2009-10,1.9,11.7,POR
4,12.0,.505,23.7,0.1,.174,0.4,2.9,25,1.6,aldrila01,7.3,107,12.0,.500,24.1,6.0,.791,7.5,81,81,NBA,3211,4.7,114,3.7,30.1,PF,1.4,2010-11,2.6,12.1,POR
5,12.7,.516,24.6,0.1,.182,0.3,3.5,26,1.2,aldrila01,7.7,106,12.7,.512,24.9,5.9,.814,7.2,55,55,NBA,1994,4.0,113,4.0,31.4,PF,1.3,2011-12,2.9,11.7,POR
6,12.0,.488,24.6,0.0,.143,0.3,3.6,27,1.7,aldrila01,9.3,107,12.0,.484,24.8,5.3,.810,6.6,74,74,NBA,2790,3.3,108,3.5,29.4,PF,1.2,2012-13,2.7,12.6,POR
7,13.1,.461,28.5,0.1,.200,0.3,3.6,28,1.4,aldrila01,12.1,104,13.2,.458,28.8,6.0,.822,7.3,69,69,NBA,2498,3.4,108,3.0,32.5,PF,1.3,2013-14,2.5,15.5,POR
8,12.6,.475,26.6,0.8,.352,2.1,2.5,29,1.4,aldrila01,11.1,102,13.4,.466,28.7,6.2,.845,7.3,71,71,NBA,2512,3.6,108,2.5,33.7,PF,1.0,2014-15,2.5,14.7,POR
