,3PAr,AST%,Age,BLK%,BPM,BR_player_id,DBPM,DRB%,DWS,FTr,G,Lg,MP,OBPM,ORB%,OWS,PER,Pos,STL%,Season,TOV%,TRB%,TS%,Tm,USG%,VORP,WS,WS/48
7,.250,16.3,28,0.0,-8.2,coleno01,-1.7,9.8,0.2,.192,13,NBA,125,-6.5,0.0,-0.2,5.4,PG,3.1,2016-17,11.0,4.9,.381,OKC,21.5,-0.2,-0.1,-0.033
0,.003,5.3,25,1.8,-1.2,colembe01,0.0,20.6,1.1,.387,68,NBA,1029,-1.2,10.9,0.9,13.6,C,1.5,1986-87,20.4,15.7,.617,NJN,18.0,0.2,2.0,.093
1,.007,6.4,26,1.6,-2.6,colembe01,-0.1,18.5,1.4,.408,70,NBA,1498,-2.5,8.8,0.4,12.0,PF,1.4,1987-88,19.2,13.5,.555,TOT,18.6,-0.2,1.8,.058
2,.008,9.4,26,1.5,-1.9,colembe01,0.7,21.0,0.8,.350,27,NBA,657,-2.6,9.9,-0.2,13.2,PF,2.1,1987-88,20.6,15.2,.536,NJN,22.4,0.0,0.6,.041
3,.005,4.0,26,1.8,-3.1,colembe01,-0.8,16.5,0.6,.474,43,NBA,841,-2.3,8.0,0.6,11.0,PF,0.9,1987-88,17.6,12.2,.575,PHI,15.7,-0.2,1.2,.071
4,.000,3.4,27,1.5,-5.8,colembe01,-2.4,20.6,0.5,.320,58,NBA,703,-3.4,7.8,0.3,11.2,PF,0.7,1988-89,14.9,14.1,.537,PHI,19.1,-0.7,0.8,.051
5,.010,5.6,28,1.4,-4.5,colembe01,-1.1,21.4,0.4,.423,22,NBA,305,-3.4,11.5,0.1,12.2,PF,1.1,1989-90,18.4,16.4,.548,MIL,19.4,-0.2,0.5,.079
6,.000,0.0,32,1.7,-12.7,colembe01,-5.3,23.4,0.1,.320,9,NBA,77,-7.4,14.2,-0.1,11.6,PF,1.3,1993-94,19.7,18.7,.491,DET,20.2,-0.2,0.0,-0.004
0,.035,9.8,23,2.2,0.5,colemde01,0.7,20.5,3.4,.402,74,NBA,2602,-0.2,10.4,2.4,17.6,PF,1.3,1990-91,14.4,15.3,.527,NJN,23.3,1.7,5.8,.108
1,.079,14.1,24,2.6,1.9,colemde01,0.7,20.6,2.6,.410,65,NBA,2207,1.2,9.4,3.0,19.5,PF,1.2,1991-92,18.0,14.8,.570,NJN,25.1,2.2,5.6,.121
2,.081,16.1,25,2.9,4.8,colemde01,2.9,24.0,5.1,.425,76,NBA,2759,1.9,9.7,4.4,21.2,PF,1.7,1992-93,14.3,16.9,.540,NJN,25.8,4.8,9.5,.165
3,.100,15.6,26,3.2,4.5,colemde01,2.1,23.5,4.4,.469,77,NBA,2778,2.4,9.8,5.5,21.4,PF,1.2,1993-94,12.5,16.5,.534,NJN,25.3,4.5,9.9,.171
4,.137,15.8,27,3.1,2.1,colemde01,1.5,22.1,2.7,.560,56,NBA,2103,0.6,8.7,2.4,19.0,PF,0.9,1994-95,13.6,15.4,.525,NJN,26.4,2.2,5.1,.117
5,.178,19.3,28,2.5,-4.5,colemde01,-0.5,23.8,0.2,.271,11,NBA,294,-4.0,5.0,-0.4,12.0,PF,0.7,1995-96,17.5,14.1,.466,PHI,24.3,-0.2,-0.2,-0.029
6,.142,15.7,29,2.6,0.1,colemde01,0.4,22.1,1.6,.437,57,NBA,2102,-0.3,7.9,1.8,17.3,PF,1.2,1996-97,15.6,14.9,.518,PHI,23.7,1.1,3.3,.076
7,.113,12.3,30,2.4,-0.2,colemde01,0.4,23.8,2.7,.451,59,NBA,2135,-0.6,8.0,1.8,17.5,PF,1.1,1997-98,13.1,15.8,.500,PHI,25.2,1.0,4.4,.100
8,.081,12.1,31,2.6,-1.1,colemde01,0.9,24.2,1.6,.468,37,NBA,1178,-2.0,8.0,0.4,15.6,PF,1.1,1998-99,15.5,16.4,.496,CHH,23.3,0.3,2.0,.081
9,.144,13.5,32,3.8,1.1,colemde01,1.3,23.8,3.8,.385,74,NBA,2347,-0.2,6.1,2.7,18.9,PF,0.7,1999-00,13.1,15.1,.541,CHH,25.2,1.8,6.5,.133
10,.200,10.2,33,2.3,-3.3,colemde01,-0.3,23.0,1.1,.361,34,NBA,683,-3.0,7.7,0.1,13.8,PF,0.8,2000-01,12.4,15.4,.469,CHH,22.8,-0.2,1.2,.082
11,.113,8.5,34,1.9,0.7,colemde01,0.8,18.5,3.2,.309,58,NBA,2080,-0.1,9.2,2.7,16.2,PF,1.1,2001-02,12.5,13.9,.524,PHI,21.0,1.4,5.9,.135
12,.135,8.0,35,3.1,1.1,colemde01,1.6,20.5,2.4,.343,64,NBA,1742,-0.5,10.0,2.1,15.4,C,1.6,2002-03,14.3,15.2,.525,PHI,17.3,1.4,4.5,.124
13,.139,9.9,36,2.4,-2.0,colemde01,1.3,20.3,1.2,.251,34,NBA,843,-3.3,6.3,-0.4,11.6,C,1.5,2003-04,16.5,13.4,.471,PHI,19.2,0.0,0.8,.047
14,.143,0.0,37,0.0,-17.4,colemde01,-5.5,27.9,0.1,.214,5,NBA,50,-11.9,7.1,-0.1,1.2,C,0.0,2004-05,11.5,17.6,.294,DET,16.3,-0.2,-0.1,-0.049
0,,9.1,23,1.0,-1.1,colemec01,0.4,16.8,0.8,.296,58,NBA,1075,-1.6,8.1,0.8,11.3,PF,1.6,1973-74,,12.5,.536,HOU,,0.2,1.7,.074
1,,6.7,24,0.9,-1.7,colemec01,1.1,17.1,2.1,.292,77,NBA,2176,-2.8,8.4,0.5,10.8,PF,1.7,1974-75,,12.6,.485,NOJ,,0.2,2.6,.057
2,,6.5,25,0.9,-1.8,colemec01,1.3,16.0,2.1,.186,67,NBA,1850,-3.2,6.6,0.4,9.7,PF,1.4,1975-76,,11.3,.474,NOJ,,0.1,2.5,.065
3,,5.8,26,0.7,-2.2,colemec01,1.1,16.1,2.6,.178,77,NBA,2369,-3.3,6.2,0.7,9.6,PF,1.2,1976-77,,11.2,.489,NOJ,,-0.1,3.2,.065
4,,7.1,27,0.7,-0.6,colemec01,1.4,14.9,2.1,.123,72,NBA,1801,-2.0,6.5,0.6,9.1,PF,1.7,1977-78,16.8,10.6,.493,GSW,12.3,0.6,2.7,.071
5,,3.2,28,0.0,0.6,colemec01,-0.1,16.5,0.0,.143,6,NBA,39,0.6,2.8,0.1,10.9,PF,2.4,1978-79,0.0,9.8,.739,HOU,7.5,0.0,0.1,.169
0,,,25,,,colemja01,,,2.5,.183,68,NBA,,,,1.9,,PF,,1949-50,,,.412,ROC,,,4.3,
1,,,26,,,colemja01,,,2.2,.230,67,NBA,,,,4.3,,PF,,1950-51,,,.463,ROC,,,6.5,
2,,,27,,,colemja01,,,2.3,.228,66,NBA,2606,,,2.7,15.5,PF,,1951-52,,,.451,ROC,,,5.0,.093
3,,,28,,,colemja01,,,3.9,.278,70,NBA,2625,,,2.8,17.2,PF,,1952-53,,,.454,ROC,,,6.7,.122
4,,,29,,,colemja01,,,4.4,.254,71,NBA,2377,,,1.4,14.8,PF,,1953-54,,,.432,ROC,,,5.8,.117
5,,,30,,,colemja01,,,1.9,.211,72,NBA,2482,,,4.3,18.2,PF,,1954-55,,,.488,ROC,,,6.2,.121
6,,,31,,,colemja01,,,4.1,.263,75,NBA,2738,,,2.2,15.1,PF,,1955-56,,,.453,TOT,,,6.4,.112
7,,,31,,,colemja01,,,2.3,.264,34,NBA,1369,,,1.1,15.2,PF,,1955-56,,,.454,ROC,,,3.4,.119
8,,,31,,,colemja01,,,1.9,.262,41,NBA,1369,,,1.1,15.1,PF,,1955-56,,,.453,STL,,,3.0,.105
9,,,32,,,colemja01,,,2.4,.208,72,NBA,2145,,,1.7,14.6,PF,,1956-57,,,.446,STL,,,4.1,.091
10,,,33,,,colemja01,,,1.6,.234,72,NBA,1506,,,1.0,13.8,PF,,1957-58,,,.442,STL,,,2.6,.084
0,.010,4.6,26,0.8,-8.3,colemno01,-2.0,11.5,0.4,.188,29,NBA,431,-6.3,8.6,-0.8,6.6,SF,1.2,1987-88,7.2,10.0,.370,LAC,21.0,-0.7,-0.4,-0.046
0,.087,24.1,22,0.5,-3.0,colesbi01,-0.3,8.1,1.2,.242,82,NBA,1355,-2.6,4.5,-0.1,10.4,PG,2.3,1990-91,18.4,6.3,.461,MIA,16.0,-0.3,1.1,.038
1,.080,27.6,23,0.4,-2.0,colesbi01,-1.9,6.9,0.9,.404,81,NBA,1976,-0.1,3.8,2.1,14.3,PG,1.8,1991-92,17.9,5.3,.534,MIA,19.8,0.0,3.0,.073
2,.200,26.1,24,0.3,-0.1,colesbi01,-1.7,5.7,1.4,.321,81,NBA,2232,1.6,2.9,4.3,14.7,PG,1.8,1992-93,12.1,4.3,.546,MIA,17.3,1.1,5.7,.122
3,.191,22.7,25,0.5,-1.1,colesbi01,-1.0,7.2,1.4,.252,76,NBA,1726,-0.1,3.3,1.8,13.0,PG,2.2,1993-94,15.7,5.2,.510,MIA,17.1,0.4,3.2,.089
4,.125,27.9,26,0.5,-1.5,colesbi01,-0.6,7.9,1.6,.287,68,NBA,2207,-0.9,2.4,1.2,12.5,PG,2.3,1994-95,18.6,5.1,.497,MIA,16.8,0.3,2.8,.060
5,.327,25.9,27,0.5,0.0,colesbi01,0.0,9.2,2.8,.272,81,NBA,2615,0.1,2.2,2.2,12.4,PG,1.9,1995-96,16.4,5.8,.513,TOT,17.9,1.3,5.0,.091
6,.308,25.7,27,0.5,1.0,colesbi01,0.6,9.9,2.4,.309,52,NBA,1882,0.4,2.4,1.9,13.0,PG,1.8,1995-96,16.2,6.2,.523,MIA,18.3,1.4,4.3,.109
7,.376,26.3,27,0.5,-2.5,colesbi01,-1.7,7.6,0.4,.174,29,NBA,733,-0.7,1.7,0.3,10.9,PG,2.2,1995-96,17.0,4.6,.486,GSW,16.8,-0.1,0.7,.047
8,.325,19.4,28,0.5,-3.2,colesbi01,-1.9,7.9,0.0,.156,51,NBA,1183,-1.4,3.9,0.4,9.5,PG,1.5,1996-97,15.0,5.9,.463,GSW,14.9,-0.4,0.5,.019
9,.130,27.9,29,0.6,-3.8,colesbi01,-1.1,7.9,1.0,.201,53,NBA,1471,-2.7,1.2,-0.1,10.4,PG,1.8,1997-98,15.7,4.5,.444,GSW,16.8,-0.7,0.9,.029
10,.060,30.6,30,0.6,-1.0,colesbi01,-0.7,8.3,1.1,.244,48,NBA,1272,-0.3,1.7,1.6,14.8,PG,1.9,1998-99,15.2,4.9,.496,GSW,18.9,0.3,2.7,.103
11,.064,24.6,31,0.4,-2.4,colesbi01,-1.8,8.1,0.5,.171,80,NBA,1924,-0.6,1.7,1.8,12.9,PG,1.6,1999-00,13.6,4.9,.494,ATL,17.4,-0.2,2.3,.058
12,.067,27.9,32,0.5,-6.1,colesbi01,-2.9,5.6,0.3,.234,47,NBA,804,-3.2,1.3,-0.3,9.3,PG,1.8,2000-01,18.3,3.5,.440,CLE,18.1,-0.8,0.0,.000
13,.137,23.3,33,0.4,-5.7,colesbi01,-2.9,7.2,0.0,.253,47,NBA,693,-2.8,2.1,0.4,8.8,PG,1.0,2001-02,16.0,4.7,.459,CLE,12.8,-0.7,0.4,.027
14,.190,16.6,34,0.4,-6.3,colesbi01,-2.0,8.0,0.2,.250,35,NBA,691,-4.3,1.7,-0.2,6.7,PG,1.3,2002-03,13.1,4.8,.413,TOT,13.8,-0.8,0.0,.000
15,.210,16.6,34,0.6,-6.1,colesbi01,-2.0,8.4,0.1,.286,21,NBA,516,-4.1,2.1,-0.2,6.0,PG,1.1,2002-03,11.8,5.2,.381,CLE,12.8,-0.5,-0.1,-0.012
16,.143,16.5,34,0.0,-6.9,colesbi01,-2.1,6.6,0.1,.163,14,NBA,175,-4.8,0.6,0.0,8.8,PG,1.8,2002-03,16.0,3.6,.495,BOS,16.6,-0.2,0.1,.036
17,.000,14.2,35,0.0,-8.7,colesbi01,-1.9,5.5,0.1,.176,22,NBA,170,-6.8,1.4,-0.2,1.8,PG,1.0,2003-04,19.7,3.4,.382,MIA,12.6,-0.3,-0.1,-0.036
0,.014,4.4,23,0.9,-8.0,collija02,-2.8,12.7,0.1,.338,23,NBA,222,-5.2,6.4,-0.1,7.4,C,0.5,2000-01,11.9,9.6,.435,HOU,19.2,-0.3,0.0,-0.001
1,.011,4.1,24,0.7,-5.3,collija02,-2.1,16.2,0.1,.337,25,NBA,365,-3.2,9.6,0.3,11.1,C,0.9,2001-02,10.6,12.8,.486,HOU,15.5,-0.3,0.4,.057
2,.000,1.8,25,0.7,-5.8,collija02,-3.4,18.4,0.1,.056,13,NBA,104,-2.3,13.6,0.2,15.0,C,1.0,2002-03,5.1,16.1,.488,HOU,17.3,-0.1,0.3,.126
3,.024,5.5,26,1.5,-3.0,collija02,-1.8,15.4,0.3,.515,20,NBA,545,-1.2,7.6,0.9,14.6,C,1.1,2003-04,13.3,11.5,.558,ATL,19.5,-0.1,1.2,.105
4,.037,3.4,27,1.1,-8.1,collija02,-4.2,13.0,0.1,.189,70,NBA,942,-3.9,9.9,-0.1,11.0,C,0.8,2004-05,13.4,11.4,.494,ATL,22.4,-1.5,0.0,.000
0,.020,8.6,26,0.2,-6.3,colliar01,-1.2,6.5,0.2,.364,29,NBA,395,-5.1,5.4,-0.6,4.3,SG,1.3,1980-81,21.8,6.0,.409,ATL,15.4,-0.4,-0.4,-0.054
0,.007,15.7,22,0.8,0.2,collido02,0.3,8.5,2.0,.335,81,NBA,1845,-0.1,7.8,0.6,14.5,SF,2.7,1980-81,15.8,8.1,.500,TOT,24.6,1.0,2.6,.068
1,.006,15.4,22,0.6,0.3,collido02,-0.2,8.9,1.0,.306,47,NBA,1184,0.5,9.2,0.7,15.0,SF,2.8,1980-81,15.1,9.1,.496,ATL,24.8,0.7,1.8,.072
2,.011,16.2,22,1.1,-0.1,collido02,1.0,7.7,0.9,.391,34,NBA,661,-1.1,5.2,-0.1,13.6,SF,2.5,1980-81,16.9,6.4,.507,WSB,24.1,0.3,0.8,.062
3,.018,14.2,23,0.8,1.5,collido02,1.1,6.3,2.5,.259,79,NBA,1609,0.3,7.0,0.9,15.1,SG,2.7,1981-82,15.7,6.7,.543,WSB,22.4,1.4,3.4,.101
4,.009,13.4,24,1.1,2.0,collido02,1.6,6.7,2.6,.214,65,NBA,1575,0.4,8.1,1.0,15.5,SF,2.7,1982-83,17.4,7.4,.550,WSB,22.1,1.6,3.5,.108
5,.013,10.1,25,0.8,-3.1,collido02,-1.2,8.2,0.7,.230,61,NBA,957,-1.9,6.6,0.2,12.4,SG,2.1,1983-84,15.8,7.3,.516,GSW,20.6,-0.3,0.9,.047
6,.000,10.1,26,2.5,-1.5,collido02,2.6,11.2,0.2,.265,11,NBA,91,-4.2,11.8,-0.1,12.9,SG,3.7,1984-85,17.4,11.5,.421,WSB,21.0,0.0,0.0,.025
7,.000,5.0,28,1.1,-6.2,collido02,-2.6,7.9,0.1,.250,6,NBA,57,-3.6,21.2,-0.1,9.1,SF,1.7,1986-87,13.9,14.6,.402,MIL,25.9,-0.1,0.0,-0.016
0,,13.5,22,0.2,-6.3,collido01,-2.8,9.0,0.2,.371,25,NBA,436,-3.6,1.5,-0.5,10.5,SG,1.3,1973-74,,5.1,.441,PHI,,-0.5,-0.3,-0.028
1,,11.8,23,0.3,1.2,collido01,-0.9,7.7,2.0,.341,81,NBA,2820,2.0,3.7,5.7,16.4,SG,1.8,1974-75,,5.7,.549,PHI,,2.2,7.7,.131
2,,9.6,24,0.4,1.5,collido01,-0.9,5.8,1.9,.372,77,NBA,2995,2.4,4.1,8.2,16.7,SG,1.6,1975-76,,5.0,.575,PHI,,2.7,10.0,.161
3,,19.6,25,0.4,0.9,collido01,-1.2,6.1,1.6,.304,58,NBA,2037,2.1,3.3,4.6,16.7,SG,1.5,1976-77,,4.8,.569,PHI,,1.5,6.2,.145
4,,16.9,26,0.5,1.0,collido01,-1.3,5.0,2.0,.269,79,NBA,2770,2.3,3.3,5.6,16.9,SG,2.0,1977-78,15.5,4.2,.568,PHI,22.1,2.1,7.6,.132
5,,17.6,27,0.7,-0.5,collido01,-1.4,5.5,1.6,.344,47,NBA,1595,0.9,2.4,2.6,16.0,SG,1.5,1978-79,13.7,4.0,.555,PHI,23.4,0.6,4.2,.125
6,.002,15.1,28,0.4,-2.5,collido01,-1.5,6.8,1.0,.302,36,NBA,963,-1.0,3.4,0.9,13.6,SG,1.5,1979-80,15.0,5.2,.533,PHI,22.7,-0.1,1.9,.094
7,.000,17.6,29,0.7,-2.2,collido01,-1.1,7.1,0.4,.230,12,NBA,329,-1.1,2.1,0.3,13.1,SG,1.0,1980-81,13.7,4.8,.533,PHI,19.7,0.0,0.7,.105
0,.364,5.4,24,2.0,-5.2,collija01,-4.2,7.8,0.0,.255,23,NBA,103,-1.1,7.7,0.0,15.3,SG,3.0,1997-98,11.6,7.7,.482,LAC,29.8,-0.1,0.0,.008
0,.003,6.6,23,1.2,-1.3,collija03,-0.8,13.3,1.0,.528,70,NBA,1440,-0.5,11.5,2.3,11.5,C,1.1,2001-02,11.7,12.4,.532,UTA,15.0,0.2,3.3,.111
1,.012,5.2,24,1.1,-2.8,collija03,-1.4,7.8,0.2,.721,22,NBA,421,-1.4,9.6,0.5,8.2,C,0.6,2002-03,14.4,8.6,.530,UTA,14.5,-0.1,0.7,.078
2,.003,7.5,25,0.9,-1.1,collija03,-0.6,14.5,1.1,.888,81,NBA,1732,-0.5,8.3,3.1,11.1,C,0.8,2003-04,16.1,11.3,.587,UTA,13.1,0.4,4.2,.117
3,.006,9.8,26,0.5,-2.6,collija03,-0.7,14.2,0.3,.758,50,NBA,961,-1.9,7.2,0.9,8.0,C,0.6,2004-05,14.0,10.6,.509,UTA,11.7,-0.2,1.1,.057
4,.000,9.1,27,1.3,-0.7,collija03,0.3,14.1,1.4,.782,79,NBA,1730,-1.0,9.3,2.5,11.0,C,1.1,2005-06,13.9,11.7,.551,UTA,11.7,0.6,3.9,.107
5,.000,9.5,28,0.7,-2.2,collija03,-0.2,13.3,0.6,.488,82,NBA,913,-2.0,9.5,0.7,8.0,C,0.7,2006-07,15.2,11.4,.494,UTA,12.0,-0.1,1.3,.067
6,.012,6.8,29,0.7,-2.2,collija03,0.1,13.1,0.5,.902,70,NBA,702,-2.3,7.0,0.5,6.1,C,0.7,2007-08,16.1,10.1,.515,UTA,8.7,0.0,1.0,.070
7,.000,4.9,30,0.4,-3.9,collija03,-1.0,10.1,0.1,.314,26,NBA,201,-2.9,11.9,0.1,5.8,C,0.5,2008-09,18.4,11.0,.502,UTA,10.9,-0.1,0.2,.047
8,.000,2.9,31,0.8,-4.2,collija03,-0.3,16.4,0.1,.806,34,NBA,261,-3.9,10.1,-0.1,3.7,C,0.4,2009-10,19.2,13.4,.405,PHO,8.8,-0.1,0.1,.010
9,.000,1.5,32,0.4,-6.2,collija03,-0.8,6.4,0.1,.476,28,NBA,181,-5.4,9.1,-0.1,1.6,C,1.1,2010-11,21.6,7.9,.374,TOT,8.1,-0.2,-0.1,-0.016
10,.000,0.9,32,0.5,-6.0,collija03,-0.5,7.4,0.1,.667,23,NBA,157,-5.5,5.3,-0.1,1.8,C,1.3,2010-11,20.5,6.3,.438,LAC,6.9,-0.2,0.0,.000
11,.000,5.9,32,0.0,-7.4,collija03,-2.7,0.0,0.0,.000,5,NBA,24,-4.7,34.2,-0.1,0.0,C,0.0,2010-11,25.0,17.8,.167,POR,15.6,0.0,-0.1,-0.124
0,.007,8.4,23,2.4,-0.9,collija04,1.6,13.6,2.0,.590,77,NBA,1407,-2.5,10.5,1.0,10.7,C,1.1,2001-02,17.1,12.0,.500,NJN,13.5,0.4,3.0,.104
1,.012,6.9,24,1.7,-0.6,collija04,1.8,13.9,3.0,.698,81,NBA,1900,-2.3,8.2,1.7,9.9,C,1.3,2002-03,16.1,11.1,.521,NJN,12.5,0.7,4.7,.119
2,.005,10.8,25,1.9,0.0,collija04,2.6,13.6,3.5,.479,78,NBA,2220,-2.6,7.6,1.4,10.0,C,1.6,2003-04,17.3,10.6,.497,NJN,11.9,1.1,4.9,.105
3,.013,6.7,26,2.3,-1.1,collija04,2.7,16.1,3.7,.463,80,NBA,2542,-3.8,7.1,0.2,8.6,C,1.5,2004-05,14.4,11.5,.471,NJN,11.7,0.6,3.9,.073
4,.046,5.7,27,1.7,-2.1,collija04,3.0,15.6,2.9,.328,71,NBA,1895,-5.1,5.7,-0.9,5.5,C,1.3,2005-06,16.9,10.6,.425,NJN,9.0,0.0,2.0,.051
5,.013,3.5,28,1.6,-3.5,collija04,2.1,14.4,1.9,.841,80,NBA,1844,-5.5,5.8,-1.3,3.0,PF,1.1,2006-07,26.1,10.1,.408,NJN,7.1,-0.7,0.6,.015
6,.009,3.1,29,1.6,-4.6,collija04,0.5,11.1,0.6,.655,74,NBA,1172,-5.1,6.2,-0.5,3.4,C,1.0,2007-08,24.8,8.7,.481,TOT,7.4,-0.8,0.1,.005
7,.000,4.0,29,0.9,-4.8,collija04,0.5,9.2,0.3,.667,43,NBA,684,-5.3,5.9,-0.3,2.0,C,0.8,2007-08,24.8,7.5,.430,NJN,6.2,-0.5,0.0,-0.002
8,.017,1.7,29,2.5,-4.2,collija04,0.6,13.9,0.3,.644,31,NBA,488,-4.8,6.6,-0.2,5.4,C,1.2,2007-08,24.8,10.2,.528,MEM,9.2,-0.3,0.1,.015
9,.000,3.7,30,2.4,-4.8,collija04,0.9,12.1,0.3,.400,31,NBA,422,-5.7,7.5,-0.4,3.3,C,1.1,2008-09,12.7,9.7,.346,MIN,10.1,-0.3,-0.2,-0.018
10,.043,4.8,31,1.3,-6.7,collija04,0.0,9.2,0.1,.087,24,NBA,115,-6.7,5.0,-0.2,0.9,C,1.4,2009-10,17.3,7.1,.335,ATL,11.6,-0.1,-0.1,-0.044
11,.014,5.3,32,1.2,-3.9,collija04,0.5,14.5,0.5,.577,49,NBA,593,-4.4,6.1,0.1,5.4,C,0.8,2010-11,22.6,10.4,.539,ATL,9.2,-0.3,0.6,.049
12,.000,4.6,33,0.7,-5.1,collija04,0.5,13.6,0.3,.375,30,NBA,308,-5.6,4.6,-0.2,3.7,C,0.7,2011-12,17.7,9.1,.418,ATL,8.6,-0.2,0.2,.025
13,.000,2.9,34,2.1,-3.4,collija04,1.9,11.3,0.5,1.103,38,NBA,384,-5.3,6.9,-0.1,3.0,C,1.6,2012-13,29.5,9.2,.476,TOT,7.5,-0.1,0.4,.045
14,.000,2.5,34,1.4,-3.5,collija04,1.4,10.8,0.4,1.304,32,NBA,330,-4.8,7.8,-0.1,3.0,C,1.6,2012-13,30.7,9.3,.511,BOS,7.5,-0.1,0.3,.049
15,.000,5.2,34,5.9,-3.1,collija04,5.3,14.5,0.1,.333,6,NBA,54,-8.4,2.0,-0.1,2.9,C,1.9,2012-13,22.5,8.2,.291,WAS,7.5,0.0,0.0,.016
16,.125,3.5,35,0.5,-3.6,collija04,0.5,8.3,0.1,.167,22,NBA,172,-4.1,4.9,-0.1,4.1,C,2.4,2013-14,21.4,6.6,.485,BRK,8.9,-0.1,0.1,.017
0,,18.4,24,,,colliji01,,,0.5,.210,55,NBA,478,,,0.1,13.0,SG,,1970-71,,5.3,.468,CHI,,,0.6,.064
1,,10.7,25,,,colliji01,,,0.2,.155,19,NBA,134,,,-0.3,9.2,SG,,1971-72,,4.3,.409,CHI,,,-0.1,-0.027
0,.206,17.4,22,0.3,-3.7,collima01,-0.5,11.5,0.6,.360,52,NBA,777,-3.1,4.3,-0.6,9.2,SF,2.2,2006-07,17.8,8.0,.445,NYK,18.8,-0.3,0.0,.002
1,.183,21.4,23,1.0,-6.2,collima01,-0.5,10.4,0.3,.217,46,NBA,634,-5.7,3.3,-1.4,5.9,SG,2.0,2007-08,22.6,6.7,.378,NYK,17.5,-0.7,-1.0,-0.079
2,.126,19.8,24,0.8,-4.2,collima01,-0.7,10.1,0.4,.186,48,NBA,890,-3.6,3.9,-0.5,9.5,PG-SG,1.8,2008-09,17.8,6.9,.470,TOT,16.6,-0.5,-0.1,-0.003
3,.130,19.3,24,0.0,-8.7,collima01,-2.1,9.1,0.0,.391,9,NBA,75,-6.6,2.8,-0.2,5.0,SG,1.3,2008-09,15.6,5.8,.371,NYK,18.5,-0.1,-0.1,-0.077
4,.125,19.9,24,0.9,-3.8,collima01,-0.6,10.2,0.4,.165,39,NBA,815,-3.3,4.0,-0.3,9.9,PG,1.9,2008-09,18.1,7.0,.481,LAC,16.4,-0.4,0.1,.004
5,.133,14.1,25,0.2,-6.2,collima01,-0.4,9.2,0.3,.164,43,NBA,470,-5.7,3.2,-0.8,5.7,SG,2.5,2009-10,18.9,6.2,.404,LAC,16.3,-0.5,-0.5,-0.049
0,.400,19.6,23,0.0,-10.2,collish01,-3.3,9.2,0.0,.040,20,NBA,66,-6.9,0.0,-0.2,3.6,PG,1.6,2010-11,13.6,4.6,.334,CHA,20.9,-0.1,-0.2,-0.121
0,.146,32.9,22,0.1,-1.7,collida01,-1.9,8.6,1.1,.221,76,NBA,2109,0.2,2.2,1.9,16.5,PG,1.9,2009-10,18.9,5.3,.546,NOH,23.1,0.2,2.9,.067
1,.143,28.9,23,0.4,-0.7,collida01,-0.9,8.6,2.2,.267,79,NBA,2360,0.2,1.9,2.1,15.6,PG,1.9,2010-11,16.6,5.3,.534,IND,21.9,0.8,4.3,.087
2,.180,24.9,24,0.6,-0.3,collida01,-0.8,9.3,1.5,.293,60,NBA,1878,0.5,1.8,2.3,13.6,PG,1.4,2011-12,16.2,5.6,.526,IND,17.0,0.8,3.8,.098
3,.188,26.8,25,0.3,0.2,collida01,-0.9,8.7,1.7,.380,81,NBA,2372,1.1,1.5,4.0,16.3,PG,2.2,2012-13,17.0,5.1,.575,DAL,19.6,1.3,5.6,.114
4,.272,21.9,26,0.6,1.0,collida01,-0.4,7.3,2.0,.323,80,NBA,2069,1.4,2.6,3.8,16.2,PG,2.2,2013-14,14.3,5.0,.575,LAC,19.7,1.6,5.9,.136
5,.293,27.2,27,0.7,1.5,collida01,-1.3,8.7,0.8,.335,45,NBA,1565,2.8,1.4,3.0,17.5,PG,2.2,2014-15,15.1,5.2,.575,SAC,20.9,1.4,3.8,.116
6,.280,21.7,28,0.1,-0.4,collida01,-2.2,6.8,0.7,.291,74,NBA,2219,1.8,1.4,4.5,15.9,PG,1.6,2015-16,12.9,4.1,.591,SAC,19.2,0.9,5.2,.113
7,.245,24.5,29,0.4,-1.5,collida01,-2.3,7.1,0.8,.239,68,NBA,2063,0.8,1.3,3.1,15.3,PG,1.6,2016-17,12.6,4.3,.570,SAC,19.8,0.3,3.9,.091
0,.008,3.9,24,2.8,0.3,collini01,0.3,19.2,1.2,.333,82,NBA,1396,0.0,13.7,2.7,15.0,C,1.3,2004-05,13.3,16.5,.570,SEA,15.5,0.8,3.9,.135
1,.008,8.1,25,1.9,-1.1,collini01,-1.0,19.0,0.1,.287,66,NBA,1448,-0.1,11.8,2.2,14.0,PF,0.8,2005-06,14.8,15.4,.556,SEA,16.1,0.3,2.3,.075
2,.003,5.4,26,2.1,-0.8,collini01,0.3,22.2,1.8,.313,82,NBA,2378,-1.1,11.4,2.8,14.2,C,1.1,2006-07,14.5,16.8,.546,SEA,16.2,0.7,4.6,.093
3,.003,7.9,27,1.9,0.6,collini01,1.5,23.3,2.3,.261,78,NBA,2223,-0.9,12.5,2.2,15.0,PF,1.1,2007-08,14.2,17.9,.537,SEA,16.2,1.4,4.5,.098
4,.005,5.8,28,2.0,0.6,collini01,1.0,19.7,2.0,.318,71,NBA,1831,-0.5,11.2,3.0,14.8,C,1.4,2008-09,13.0,15.4,.599,OKC,13.5,1.2,5.0,.130
